Accident_No,Surface_Cond_Desc,Atmosph_Cond_Desc,Accident_Type_Desc,Day,Light_Condition_Desc,Speed_Zone,Accident_Date,Accident_Time,Alcohol_Influence,Total_Persons_Inv,Inj_Or_Fatal,Lat,Long,LGA
T20170007586,Dry,Clear,Struck animal,Saturday,Day,100,2017/04/15,11:10:00,No,1.0,1.0,-37.94607986,143.9967789,GOLDEN PLAINS
T20170007594,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2017/04/15,16:00:00,Yes,2.0,2.0,-37.28746008,144.5669307,MACEDON RANGES
T20170007600,Dry,Clear,Vehicle overturned (no collision),Saturday,Dusk/Dawn,100,2017/04/15,18:00:00,Yes,1.0,1.0,-37.23087991,145.1465401,MITCHELL
T20170007608,Dry,Clear,Collision with a fixed object,Saturday,Dark Street lights on,60,2017/04/15,21:55:00,Yes,1.0,1.0,-36.74159189,144.2970638,GREATER BENDIGO
T20170007610,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights on,50,2017/04/15,19:00:00,Yes,2.0,1.0,-38.17452003,146.2598325,LATROBE
T20170007617,Dry,Clear,Collision with vehicle,Saturday,Day,60,2017/04/15,14:10:00,No,5.0,2.0,-37.58611034,143.8342081,BALLARAT
T20170007628,Dry,Clear,Collision with vehicle,Sunday,Day,60,2017/04/16,14:00:00,No,2.0,1.0,-36.5549735,145.9766672,BENALLA
T20170007630,Dry,Clear,Collision with a fixed object,Sunday,Day,100,2017/04/16,12:30:00,No,2.0,2.0,-37.39742743,144.8380726,MACEDON RANGES
T20170007637,Dry,Clear,Collision with a fixed object,Sunday,Dark Street lights on,60,2017/04/16,02:58:00,Yes,1.0,1.0,-38.08267655,144.3462119,GREATER GEELONG
T20170007643,Dry,Clear,Collision with vehicle,Sunday,Day,50,2017/04/16,15:35:00,No,5.0,2.0,-36.38471774,145.4026969,GREATER SHEPPARTON
T20170007650,Dry,Clear,Struck animal,Sunday,Dusk/Dawn,100,2017/04/16,17:35:00,Yes,1.0,1.0,-37.15542135,144.6363668,MACEDON RANGES
T20170007655,Dry,Clear,Collision with vehicle,Sunday,Dark No street lights,100,2017/04/16,18:15:00,Yes,3.0,2.0,-36.25463831,145.1501262,GREATER SHEPPARTON
T20170007656,Dry,Clear,Collision with a fixed object,Sunday,Day,80,2017/04/16,16:00:00,Yes,1.0,1.0,-38.7767994,143.4319089,COLAC OTWAY
T20170007671,Dry,Not known,Collision with a fixed object,Monday,Dark No street lights,80,2017/04/17,00:00:00,Yes,1.0,1.0,-38.17772954,146.5002647,LATROBE
T20170007680,Dry,Clear,Vehicle overturned (no collision),Friday,Day,60,2017/04/14,14:00:00,No,1.0,1.0,-36.80283929,145.8609193,STRATHBOGIE
T20170007684,Dry,Clear,Collision with vehicle,Monday,Day,80,2017/04/17,12:25:00,No,5.0,2.0,-38.74586306,143.2739608,COLAC OTWAY
T20170007685,Dry,Clear,Collision with vehicle,Monday,Day,100,2017/04/17,13:20:00,No,8.0,2.0,-38.21447058,143.01014,CORANGAMITE
T20170007687,Dry,Clear,collision with some other object,Monday,Day,999,2017/04/17,11:30:00,No,1.0,1.0,-37.31974048,145.6560407,MURRINDINDI
T20170007691,Dry,Clear,Collision with vehicle,Monday,Day,70,2017/04/17,13:55:00,No,5.0,3.0,-38.1334072,144.3511555,GREATER GEELONG
T20170007693,Dry,Clear,Vehicle overturned (no collision),Wednesday,Dusk/Dawn,60,2017/01/11,05:42:00,Yes,1.0,1.0,-38.21993126,146.5464645,LATROBE
T20170007697,Dry,Clear,Struck Pedestrian,Monday,Day,100,2017/04/17,15:23:00,No,3.0,1.0,-38.19996682,144.4928725,GREATER GEELONG
T20170007704,Dry,Clear,Collision with vehicle,Monday,Dark No street lights,100,2017/04/17,20:00:00,Yes,5.0,2.0,-38.33318608,146.4130521,LATROBE
T20170007712,Dry,Dust,Collision with vehicle,Monday,Dark No street lights,100,2017/04/17,19:45:00,Yes,2.0,1.0,-36.42418003,143.1658165,NORTHERN GRAMPIANS
T20170007717,Dry,Clear,Vehicle overturned (no collision),Sunday,Unknown,80,2017/02/19,16:00:00,Yes,1.0,1.0,-36.77314974,144.3675249,GREATER BENDIGO
T20170007722,Dry,Clear,Collision with vehicle,Monday,Day,100,2017/04/17,16:36:00,No,4.0,2.0,-37.42124753,145.0226229,MITCHELL
T20170007733,Dry,Clear,Struck animal,Tuesday,Day,80,2017/04/11,07:45:00,No,1.0,1.0,-36.84030324,144.2919078,GREATER BENDIGO
T20170007750,Dry,Clear,No collision and no object struck,Monday,Day,999,2017/04/17,15:00:00,No,1.0,1.0,-37.75861402,143.8385389,GOLDEN PLAINS
T20170007752,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2017/04/18,14:24:00,No,3.0,1.0,-37.41497014,144.9792327,MITCHELL
T20170007753,Unknown,Clear,Fall from or in moving vehicle,Tuesday,Day,999,2017/04/18,13:30:00,No,2.0,1.0,-38.60429039,146.55368,WELLINGTON
T20170007754,Unknown,Not known,Vehicle overturned (no collision),Friday,Unknown,50,2017/04/07,16:30:00,Yes,1.0,1.0,-38.1001992,147.0835651,WELLINGTON
T20170007755,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2017/04/18,09:30:00,No,2.0,1.0,-38.06764097,144.3673492,GREATER GEELONG
T20170007760,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2017/04/18,14:30:00,No,4.0,1.0,-38.24604081,143.9804104,SURF COAST
T20170007761,Dry,Clear,Collision with vehicle,Tuesday,Day,50,2017/04/18,14:25:00,No,3.0,1.0,-37.55938017,143.8477116,BALLARAT
T20170007763,Dry,Clear,No collision and no object struck,Tuesday,Day,100,2017/04/18,08:40:00,No,1.0,1.0,-38.13593558,146.2798513,LATROBE
T20170007774,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2017/04/18,15:30:00,No,6.0,1.0,-37.40669886,144.9798605,MITCHELL
T20170007789,Dry,Clear,Collision with a fixed object,Tuesday,Day,100,2017/04/18,16:19:00,No,2.0,1.0,-36.38056077,147.2117189,TOWONG
T20170007790,Dry,Clear,Collision with a fixed object,Friday,Day,50,2017/04/14,10:00:00,No,1.0,1.0,-38.34436887,144.0416752,SURF COAST
T20170007796,Dry,Clear,Vehicle overturned (no collision),Wednesday,Dark No street lights,100,2017/04/19,03:00:00,Yes,1.0,1.0,-36.35333087,145.0315325,CAMPASPE
T20170007800,Dry,Clear,Collision with vehicle,Monday,Day,100,2017/04/17,17:15:00,No,4.0,1.0,-37.42504837,143.3543305,PYRENEES
T20170007804,Dry,Clear,Collision with vehicle,Wednesday,Day,40,2017/04/19,08:40:00,No,3.0,1.0,-36.73476032,144.3023306,GREATER BENDIGO
T20170007805,Dry,Clear,No collision and no object struck,Sunday,Day,999,2017/04/16,08:30:00,Yes,1.0,1.0,-35.96793498,145.8676313,MOIRA
T20170007824,Dry,Clear,No collision and no object struck,Saturday,Day,999,2017/04/08,11:00:00,No,1.0,1.0,-36.33247831,146.8133676,INDIGO
T20170007826,Dry,Clear,Vehicle overturned (no collision),Wednesday,Day,100,2017/04/19,13:10:00,No,2.0,1.0,-34.27289754,142.18416,MILDURA
T20170007837,Dry,Clear,Collision with a fixed object,Wednesday,Day,80,2017/04/19,14:10:00,No,1.0,1.0,-38.10806034,147.0380881,WELLINGTON
T20170007838,Dry,Clear,Struck Pedestrian,Friday,Day,60,2017/04/07,14:45:00,No,2.0,1.0,-36.70826185,144.2430299,GREATER BENDIGO
T20170007841,Dry,Clear,Collision with vehicle,Monday,Dark Street lights on,60,2017/04/17,19:38:00,Yes,3.0,1.0,-38.16757924,144.350644,GREATER GEELONG
T20170007845,Dry,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,60,2017/04/19,18:10:00,Yes,4.0,2.0,-38.3324599,141.5874353,GLENELG
T20170007858,Dry,Clear,Collision with vehicle,Wednesday,Dark Street lights on,50,2017/04/19,17:47:00,No,3.0,2.0,-37.91700614,147.7220258,EAST GIPPSLAND
T20170007860,Dry,Clear,Vehicle overturned (no collision),Wednesday,Dark No street lights,100,2017/04/19,04:30:00,Yes,1.0,1.0,-36.75039999,144.12943,GREATER BENDIGO
T20170007861,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2017/04/19,14:45:00,No,4.0,4.0,-37.57046678,149.1336212,EAST GIPPSLAND
T20170007865,Dry,Clear,Vehicle overturned (no collision),Thursday,Dark No street lights,80,2017/04/20,01:00:00,Yes,2.0,1.0,-37.42080984,144.9581619,MITCHELL
T20170007872,Dry,Clear,Collision with a fixed object,Thursday,Day,100,2017/04/20,07:40:00,No,1.0,1.0,-38.00983883,143.5617624,CORANGAMITE
T20170007884,Dry,Not known,Vehicle overturned (no collision),Tuesday,Day,60,2017/04/18,11:00:00,No,1.0,1.0,-36.55960503,144.4888309,GREATER BENDIGO
T20170007887,Wet,Clear,Collision with vehicle,Thursday,Day,60,2017/04/20,12:30:00,No,2.0,1.0,-38.37365035,142.477565,WARRNAMBOOL
T20170007888,Dry,Not known,Collision with vehicle,Sunday,Day,70,2017/02/19,16:00:00,Yes,3.0,1.0,-38.16995412,144.3895793,GREATER GEELONG
T20170007893,Dry,Clear,Collision with vehicle,Thursday,Day,100,2017/04/20,14:15:00,No,5.0,5.0,-38.29898996,144.3229497,SURF COAST
T20170007901,Wet,Raining,Collision with a fixed object,Sunday,Dark Street lights on,60,2017/04/09,00:12:00,Yes,1.0,1.0,-36.76150008,144.2727601,GREATER BENDIGO
T20170007903,Dry,Clear,Struck Pedestrian,Thursday,Dusk/Dawn,50,2017/04/20,17:28:00,No,2.0,1.0,-36.13016725,144.7521365,CAMPASPE
T20170007907,Dry,Clear,Collision with a fixed object,Thursday,Day,100,2017/04/20,09:31:00,No,2.0,2.0,-38.34221986,142.8124238,MOYNE
T20170007915,Dry,Clear,Collision with a fixed object,Thursday,Dark Street lights on,60,2017/04/20,18:45:00,Yes,1.0,1.0,-36.31351628,145.0320674,CAMPASPE
T20170007917,Dry,Clear,Collision with vehicle,Thursday,Day,80,2017/04/20,16:55:00,No,4.0,2.0,-36.31366501,145.1320643,CAMPASPE
T20170007939,Wet,Raining,Collision with vehicle,Friday,Dusk/Dawn,70,2017/04/21,08:00:00,No,3.0,2.0,-38.19678815,144.3525571,GREATER GEELONG
T20170007943,Wet,Raining,Collision with vehicle,Friday,Day,60,2017/04/21,09:48:00,No,2.0,1.0,-36.75760997,144.2935054,GREATER BENDIGO
T20170007950,Wet,Raining,Vehicle overturned (no collision),Friday,Day,100,2017/04/21,11:05:00,No,1.0,1.0,-37.09090334,145.0039392,MITCHELL
T20170007954,Wet,Raining,Collision with a fixed object,Friday,Day,100,2017/04/21,11:10:00,No,1.0,1.0,-37.33470041,144.1692464,HEPBURN
T20170007957,Dry,Not known,Collision with a fixed object,Saturday,Dark No street lights,100,2017/04/01,23:00:00,Yes,3.0,1.0,-35.76867974,143.8549499,GANNAWARRA
T20170007963,Unknown,Not known,Collision with vehicle,Tuesday,Unknown,50,2017/02/07,09:15:00,No,2.0,1.0,-38.15199194,144.3528928,GREATER GEELONG
T20170007967,Dry,Clear,Collision with vehicle,Sunday,Day,60,2017/02/26,12:45:00,No,2.0,1.0,-36.78534169,144.2783684,GREATER BENDIGO
T20170007968,Wet,Raining,Collision with a fixed object,Friday,Dark No street lights,100,2017/04/21,05:40:00,Yes,1.0,1.0,-36.70670263,143.1576533,NORTHERN GRAMPIANS
T20170007972,Dry,Not known,No collision and no object struck,Friday,Day,100,2017/03/03,11:00:00,No,1.0,1.0,-36.77137817,144.3947098,GREATER BENDIGO
T20170007977,Dry,Clear,Collision with vehicle,Monday,Day,60,2017/04/03,12:30:00,No,2.0,1.0,-38.13925222,144.3561218,GREATER GEELONG
T20170007978,Wet,Raining,Collision with vehicle,Friday,Day,100,2017/04/21,12:20:00,No,5.0,4.0,-38.41897502,143.1709057,CORANGAMITE
T20170007980,Wet,Raining,Vehicle overturned (no collision),Friday,Day,100,2017/04/21,14:29:00,No,1.0,1.0,-35.92175945,143.9400692,GANNAWARRA
T20170007984,Dry,Clear,Collision with vehicle,Friday,Day,100,2017/04/21,15:13:00,No,2.0,2.0,-38.0819297,147.0147075,WELLINGTON
T20170007985,Wet,Raining,Collision with a fixed object,Friday,Day,50,2017/04/21,14:00:00,No,2.0,2.0,-38.2296702,146.4217716,LATROBE
T20170007987,Dry,Not known,Collision with vehicle,Friday,Day,999,2017/04/14,15:00:00,No,2.0,1.0,-37.48726005,147.16005,WELLINGTON
T20170007990,Wet,Raining,Collision with a fixed object,Friday,Dusk/Dawn,110,2017/04/21,17:30:00,Yes,1.0,1.0,-37.38143098,145.0252154,MITCHELL
T20170007992,Wet,Raining,Collision with vehicle,Friday,Day,100,2017/04/21,13:45:00,No,3.0,2.0,-36.61717801,144.498709,GREATER BENDIGO
T20170008014,Dry,Clear,Struck Pedestrian,Friday,Dark Street lights on,70,2017/04/21,19:25:00,Yes,5.0,1.0,-38.14443517,144.3533395,GREATER GEELONG
T20170008017,Dry,Clear,Collision with vehicle,Monday,Day,60,2017/02/27,07:20:00,Yes,2.0,1.0,-36.11025,146.89359,WODONGA
T20170008019,Wet,Raining,Collision with a fixed object,Friday,Dark No street lights,100,2017/04/21,19:30:00,Yes,1.0,1.0,-37.19555175,145.6926206,MURRINDINDI
T20170008020,Wet,Raining,Collision with a fixed object,Friday,Dark No street lights,100,2017/04/21,19:30:00,Yes,2.0,2.0,-37.33567503,145.9615502,MURRINDINDI
T20170008024,Wet,Raining,Struck Pedestrian,Friday,Dark Street lights on,50,2017/04/21,21:05:00,Yes,2.0,1.0,-36.38085694,145.4162621,GREATER SHEPPARTON
T20170008034,Wet,Fog,Collision with a fixed object,Saturday,Day,100,2017/04/22,08:03:00,No,1.0,1.0,-37.29028753,144.2668389,HEPBURN
T20170008035,Dry,Clear,Collision with vehicle,Saturday,Day,60,2017/01/14,16:20:00,Yes,2.0,1.0,-38.17956615,144.3749702,GREATER GEELONG
T20170008038,Dry,Clear,Collision with vehicle,Thursday,Day,110,2017/04/13,14:15:00,No,2.0,1.0,-37.32866066,145.0308137,MITCHELL
T20170008039,Wet,Clear,No collision and no object struck,Saturday,Day,100,2017/04/22,10:00:00,No,2.0,2.0,-37.79021978,143.7002087,GOLDEN PLAINS
T20170008040,Dry,Clear,Collision with vehicle,Saturday,Day,60,2017/04/22,10:59:00,No,2.0,1.0,-34.19367087,142.162314,MILDURA
T20170008041,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2017/04/22,11:15:00,No,4.0,4.0,-36.37703134,144.689053,CAMPASPE
T20170008042,Icy,Clear,Collision with a fixed object,Monday,Day,80,2017/04/03,07:30:00,No,1.0,1.0,-37.61531147,143.60883,PYRENEES
T20170008043,Wet,Raining,Collision with vehicle,Friday,Dark Street lights on,50,2017/04/21,19:09:00,Yes,2.0,1.0,-37.04840577,143.7353834,CENTRAL GOLDFIELDS
T20170008047,Dry,Clear,Collision with a fixed object,Saturday,Day,80,2017/04/22,12:00:00,No,1.0,1.0,-35.82905901,145.5556102,MOIRA
T20170008048,Wet,Raining,Collision with vehicle,Friday,Day,60,2017/04/21,14:00:00,No,2.0,2.0,-38.08824418,144.3358918,GREATER GEELONG
T20170008051,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2017/04/22,13:47:00,No,1.0,1.0,-38.04720813,144.4034076,GREATER GEELONG
T20170008053,Wet,Raining,collision with some other object,Saturday,Day,100,2017/04/22,10:35:00,No,1.0,1.0,-36.77158015,146.6675465,ALPINE
T20170008064,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights on,60,2017/04/22,19:15:00,Yes,2.0,1.0,-36.78164112,144.2488823,GREATER BENDIGO
T20170008069,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights on,80,2017/04/22,20:30:00,Yes,2.0,1.0,-36.30277509,145.4314951,GREATER SHEPPARTON
T20170008075,Wet,Raining,Collision with vehicle,Friday,Dark Street lights on,60,2017/04/21,03:05:00,Yes,4.0,1.0,-37.56348813,143.8514736,BALLARAT
T20170008077,Dry,Clear,Collision with vehicle,Saturday,Day,100,2017/04/22,17:25:00,Yes,6.0,6.0,-38.39056371,143.7832119,COLAC OTWAY
T20170008078,Dry,Clear,Collision with vehicle,Saturday,Dark Street lights on,60,2017/04/22,22:45:00,Yes,2.0,1.0,-37.28391763,142.9446766,ARARAT
T20170008083,Dry,Not known,Collision with a fixed object,Friday,Dark No street lights,80,2017/04/21,04:30:00,Yes,1.0,1.0,-37.86159014,147.9937432,EAST GIPPSLAND
T20170008087,Dry,Fog,Collision with a fixed object,Sunday,Dark No street lights,60,2017/04/23,03:16:00,Yes,5.0,2.0,-37.12844373,142.5393158,NORTHERN GRAMPIANS
T20170008088,Dry,Clear,Collision with a fixed object,Saturday,Day,999,2017/04/22,12:20:00,No,1.0,1.0,-36.80380219,143.5341818,CENTRAL GOLDFIELDS
T20170008100,Dry,Clear,Struck Pedestrian,Sunday,Day,60,2017/04/23,10:40:00,No,2.0,1.0,-36.93707094,144.718368,GREATER BENDIGO
T20170008106,Dry,Clear,Collision with vehicle,Sunday,Day,100,2017/04/23,14:31:00,No,5.0,3.0,-37.09684,145.2075215,MITCHELL
T20170008108,Dry,Clear,No collision and no object struck,Sunday,Day,999,2017/04/23,10:45:00,No,1.0,1.0,-37.40439025,145.0803208,MITCHELL
T20170008109,Dry,Clear,Struck Pedestrian,Sunday,Day,50,2017/04/23,16:45:00,No,2.0,1.0,-36.36640078,146.3230443,WANGARATTA
T20170008114,Dry,Clear,Collision with vehicle,Sunday,Day,100,2017/04/23,14:00:00,No,6.0,3.0,-37.20517258,145.3868162,MURRINDINDI
T20170008117,Dry,Clear,Collision with a fixed object,Sunday,Day,100,2017/04/23,14:50:00,No,3.0,1.0,-36.97727597,142.72098,NORTHERN GRAMPIANS
T20170008130,Dry,Clear,Collision with vehicle,Sunday,Dark No street lights,100,2017/04/23,20:45:00,Yes,2.0,2.0,-38.07468057,144.2314693,GOLDEN PLAINS
T20170008131,Dry,Clear,Collision with vehicle,Sunday,Day,100,2017/04/23,16:20:00,Yes,2.0,1.0,-38.38238196,145.2840498,FRENCH-ELIZABETH-SANDSTONE ISLANDS (UNINC)
T20170008132,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2017/04/18,16:00:00,No,3.0,1.0,-38.60580421,145.5937209,BASS COAST
T20170008133,Dry,Clear,Collision with a fixed object,Sunday,Dark Street lights on,60,2017/04/23,20:30:00,Yes,5.0,5.0,-37.86417897,147.9930623,EAST GIPPSLAND
T20170008138,Dry,Clear,Collision with vehicle,Monday,Day,60,2017/04/24,08:05:00,No,2.0,1.0,-36.14212687,146.8843328,WODONGA
T20170008140,Dry,Fog,Collision with vehicle,Monday,Dusk/Dawn,50,2017/04/24,07:50:00,No,2.0,1.0,-38.16918973,144.5715778,GREATER GEELONG
T20170008150,Dry,Clear,Vehicle overturned (no collision),Wednesday,Day,999,2017/04/12,12:05:00,No,1.0,1.0,-37.76930541,147.0868371,WELLINGTON
T20170008153,Dry,Clear,Collision with vehicle,Sunday,Day,100,2017/04/23,14:15:00,No,4.0,1.0,-37.03622377,144.7976639,MITCHELL
T20170008155,Wet,Raining,Vehicle overturned (no collision),Thursday,Day,999,2017/03/16,10:30:00,No,1.0,1.0,-38.16693131,146.3552201,LATROBE
T20170008164,Dry,Clear,Collision with vehicle,Monday,Unknown,60,2017/04/24,02:30:00,Yes,3.0,3.0,-38.11256277,144.3430584,GREATER GEELONG
T20170008168,Dry,Clear,Collision with vehicle,Monday,Day,60,2017/04/24,12:15:00,No,7.0,3.0,-36.37973117,141.2458141,WEST WIMMERA
T20170008178,Dry,Clear,Vehicle overturned (no collision),Monday,Day,100,2017/04/24,15:20:00,No,1.0,1.0,-38.28826068,146.4095047,LATROBE
T20170008185,Dry,Clear,Collision with a fixed object,Monday,Day,60,2017/04/24,15:40:00,No,1.0,1.0,-36.83988583,144.3893458,GREATER BENDIGO
T20170008195,Wet,Raining,No collision and no object struck,Monday,Dark Street lights on,50,2017/04/24,23:10:00,Yes,1.0,1.0,-37.07667022,144.2377114,MOUNT ALEXANDER
T20170008208,Wet,Raining,Vehicle overturned (no collision),Tuesday,Dark No street lights,100,2017/04/25,04:30:00,Yes,2.0,2.0,-36.03854368,146.4143173,INDIGO
T20170008210,Wet,Clear,Collision with vehicle,Tuesday,Day,50,2017/04/25,10:00:00,No,2.0,2.0,-38.18649999,146.5342,LATROBE
T20170008211,Wet,Clear,Vehicle overturned (no collision),Tuesday,Day,999,2017/04/25,11:40:00,No,1.0,1.0,-37.47883954,145.3256952,MURRINDINDI
T20170008214,Wet,Clear,Collision with vehicle,Tuesday,Day,100,2017/04/25,09:20:00,No,4.0,4.0,-36.29903595,144.3819766,CAMPASPE
T20170008226,Wet,Raining,Collision with a fixed object,Tuesday,Day,100,2017/04/25,10:30:00,No,4.0,4.0,-37.64616374,148.8349803,EAST GIPPSLAND
T20170008229,Wet,Raining,Collision with a fixed object,Tuesday,Day,100,2017/04/25,12:00:00,No,1.0,1.0,-38.53333971,145.4531705,BASS COAST
T20170008230,Wet,Clear,Vehicle overturned (no collision),Sunday,Unknown,40,2017/04/23,10:00:00,Yes,1.0,1.0,-37.31780091,145.1427656,MITCHELL
T20170008234,Unknown,Clear,Struck Pedestrian,Tuesday,Day,50,2017/04/25,10:30:00,No,3.0,1.0,-38.08537222,144.3593652,GREATER GEELONG
T20170008241,Dry,Clear,collision with some other object,Tuesday,Dark No street lights,100,2017/04/25,18:00:00,Yes,1.0,1.0,-36.6190894,143.2952507,NORTHERN GRAMPIANS
T20170008243,Wet,Raining,Collision with vehicle,Friday,Day,60,2017/04/21,14:05:00,No,4.0,1.0,-38.19287529,146.5483627,LATROBE
T20170008244,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,100,2017/04/25,18:15:00,Yes,8.0,2.0,-38.47220066,145.4748071,BASS COAST
T20170008255,Unknown,Not known,Collision with a fixed object,Sunday,Dark No street lights,100,2016/12/04,04:30:00,Yes,1.0,1.0,-37.48452321,147.206319,WELLINGTON
T20170008260,Wet,Clear,Vehicle overturned (no collision),Tuesday,Dusk/Dawn,100,2017/04/25,17:25:00,No,1.0,1.0,-34.53853607,141.25243,MILDURA
T20170008261,Wet,Raining,Collision with vehicle,Tuesday,Day,60,2017/04/25,10:43:00,No,2.0,1.0,-38.19774979,146.5613475,LATROBE
T20170008268,Wet,Clear,Collision with a fixed object,Tuesday,Day,100,2017/04/25,11:20:00,No,2.0,1.0,-38.557888,146.0009034,SOUTH GIPPSLAND
T20170008270,Wet,Not known,Struck animal,Wednesday,Day,100,2017/04/26,08:38:00,No,1.0,1.0,-36.81456443,144.3117097,GREATER BENDIGO
T20170008271,Wet,Raining,Collision with a fixed object,Wednesday,Day,100,2017/04/26,07:40:00,No,2.0,2.0,-36.16307986,147.0303806,WODONGA
T20170008277,Wet,Clear,Collision with vehicle,Wednesday,Day,50,2017/04/26,08:10:00,No,5.0,3.0,-37.35582999,144.7360494,MACEDON RANGES
T20170008280,Wet,Raining,Collision with a fixed object,Wednesday,Day,100,2017/04/26,08:45:00,No,1.0,1.0,-37.67627311,143.596129,GOLDEN PLAINS
T20170008308,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2017/04/26,13:45:00,No,2.0,1.0,-38.13755238,146.7949531,WELLINGTON
T20170008311,Dry,Clear,Struck Pedestrian,Friday,Day,50,2017/04/07,16:20:00,Yes,2.0,1.0,-37.82511396,147.6289624,EAST GIPPSLAND
T20170008313,Dry,Clear,Collision with a fixed object,Wednesday,Day,100,2017/04/26,14:50:00,No,3.0,1.0,-36.67897889,144.3793296,GREATER BENDIGO
T20170008315,Unknown,Not known,No collision and no object struck,Tuesday,Unknown,999,2017/01/17,12:30:00,No,1.0,1.0,-37.44055891,145.2698221,MURRINDINDI
T20170008318,Dry,Clear,Vehicle overturned (no collision),Wednesday,Day,100,2017/04/26,16:30:00,No,1.0,1.0,-38.0046775,147.2628515,WELLINGTON
T20170008325,Unknown,Not known,No collision and no object struck,Saturday,Day,999,2017/02/25,09:00:00,No,1.0,1.0,-37.42773822,144.4305803,MACEDON RANGES
T20170008332,Dry,Clear,Vehicle overturned (no collision),Saturday,Day,40,2017/04/22,12:15:00,No,1.0,1.0,-36.76096942,144.2631824,GREATER BENDIGO
T20170008333,Dry,Raining,No collision and no object struck,Wednesday,Dark Street lights on,999,2017/04/26,23:00:00,Yes,1.0,1.0,-37.17943005,145.0693902,MITCHELL
T20170008342,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2017/04/26,11:55:00,No,2.0,1.0,-38.19035001,146.5527801,LATROBE
T20170008344,Dry,Clear,Collision with vehicle,Thursday,Day,50,2017/04/27,07:35:00,No,2.0,1.0,-36.38085694,145.4162621,GREATER SHEPPARTON
T20170008345,Dry,Clear,collision with some other object,Monday,Day,999,2017/04/24,11:20:00,No,1.0,1.0,-37.03168766,146.8076442,ALPINE
T20170008349,Wet,Raining,Collision with vehicle,Wednesday,Day,60,2017/04/19,16:15:00,No,2.0,1.0,-38.19787959,144.3418464,GREATER GEELONG
T20170008352,Dry,Clear,Collision with vehicle,Saturday,Day,100,2017/04/22,13:30:00,No,2.0,1.0,-37.73537688,144.2180208,MOORABOOL
T20170008357,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2017/04/25,14:20:00,No,2.0,1.0,-37.74101546,142.023831,SOUTHERN GRAMPIANS
T20170008363,Unknown,Not known,Struck Pedestrian,Monday,Day,999,2017/04/24,15:50:00,No,2.0,1.0,-38.16745019,144.5719116,GREATER GEELONG
T20170008368,Dry,Clear,collision with some other object,Sunday,Day,999,2017/04/16,11:00:00,No,1.0,1.0,-37.08189186,143.4392997,PYRENEES
T20170008370,Unknown,Not known,Collision with vehicle,Thursday,Dusk/Dawn,60,2017/04/27,06:15:00,No,2.0,1.0,-38.15059471,144.3642762,GREATER GEELONG
T20170008372,Dry,Clear,Collision with vehicle,Thursday,Day,70,2017/04/27,09:25:00,No,2.0,1.0,-36.75937612,144.3131899,GREATER BENDIGO
T20170008376,Dry,Clear,Collision with a fixed object,Thursday,Day,60,2017/04/27,10:40:00,No,1.0,1.0,-36.81735351,144.2295549,GREATER BENDIGO
T20170008396,Dry,Clear,Collision with a fixed object,Thursday,Dark Street lights on,60,2017/04/27,18:15:00,Yes,3.0,3.0,-36.6643162,144.3340151,GREATER BENDIGO
T20170008408,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2017/03/01,16:30:00,No,2.0,1.0,-38.17934733,144.3680701,GREATER GEELONG
T20170008412,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2017/04/26,16:35:00,No,2.0,2.0,-38.09356987,147.06886,WELLINGTON
T20170008414,Dry,Clear,Collision with vehicle,Thursday,Dark Street lights on,60,2017/04/27,23:00:00,Yes,3.0,2.0,-36.01502123,146.0132886,MOIRA
T20170008415,Dry,Clear,Collision with vehicle,Friday,Day,60,2017/04/28,07:50:00,No,4.0,4.0,-34.2108507,142.1612408,MILDURA
T20170008417,Wet,Fog,Collision with a fixed object,Friday,Day,60,2017/04/28,09:30:00,No,1.0,1.0,-37.51894043,145.3538046,MURRINDINDI
T20170008420,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2017/04/05,20:25:00,Yes,2.0,1.0,-37.58557806,143.8377355,BALLARAT
T20170008423,Dry,Clear,Struck animal,Friday,Dark No street lights,100,2017/04/28,02:45:00,Yes,1.0,1.0,-35.96043128,145.6318826,MOIRA
T20170008424,Dry,Clear,No collision and no object struck,Sunday,Day,80,2017/04/02,14:00:00,No,1.0,1.0,-37.28514352,144.5000724,MACEDON RANGES
