Accident_No,Surface_Cond_Desc,Atmosph_Cond_Desc,Accident_Type_Desc,Day,Light_Condition_Desc,Speed_Zone,Accident_Date,Accident_Time,Alcohol_Influence,Total_Persons_Inv,Inj_Or_Fatal,Lat,Long,LGA
T20140015060,Wet,Fog,Collision with vehicle,Tuesday,Day,100,2014/07/22,09:35:00,No,2.0,1.0,-35.73511693,143.8918229,GANNAWARRA
T20140015063,Snowy,Clear,Other accident,Monday,Dusk/Dawn,30,2014/07/21,16:00:00,No,2.0,1.0,-36.86463019,147.2754901,FALLS CREEK ALPINE RESORT (UNINC)
T20140015070,Snowy,Snowing,Vehicle overturned (no collision),Tuesday,Day,100,2014/07/01,15:00:00,No,1.0,1.0,-37.33892014,145.8693795,MURRINDINDI
T20140015078,Dry,Clear,Collision with a fixed object,Monday,Day,100,2014/07/21,15:10:00,No,1.0,1.0,-37.28928128,143.5461502,PYRENEES
T20140015086,Dry,Clear,Vehicle overturned (no collision),Tuesday,Dusk/Dawn,110,2014/07/22,06:50:00,No,1.0,1.0,-36.15513253,146.6246926,INDIGO
T20140015095,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,50,2014/07/22,16:20:00,No,2.0,1.0,-36.76967099,144.261915,GREATER BENDIGO
T20140015109,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,60,2014/07/22,18:20:00,Yes,2.0,2.0,-38.32598444,144.3175731,SURF COAST
T20140015115,Muddy,Clear,Collision with a fixed object,Tuesday,Day,100,2014/07/22,15:50:00,No,1.0,1.0,-36.98382767,141.3808398,WEST WIMMERA
T20140015118,Dry,Clear,Collision with vehicle,Tuesday,Day,50,2014/07/22,15:25:00,No,3.0,2.0,-38.34416401,143.5804525,COLAC OTWAY
T20140015135,Wet,Fog,Collision with a fixed object,Wednesday,Dusk/Dawn,100,2014/07/23,08:00:00,No,1.0,1.0,-38.05666224,145.9440526,BAW BAW
T20140015147,Icy,Clear,Vehicle overturned (no collision),Wednesday,Day,80,2014/07/23,10:00:00,No,1.0,1.0,-36.86053268,147.0717116,ALPINE
T20140015150,Wet,Fog,Collision with a fixed object,Tuesday,Dark No street lights,100,2014/07/22,05:30:00,Yes,1.0,1.0,-35.83209,144.15417,GANNAWARRA
T20140015152,Unknown,Not known,Collision with vehicle,Thursday,Day,999,2014/07/03,13:15:00,No,2.0,1.0,-38.09946027,145.9708712,BAW BAW
T20140015158,Wet,Fog,Collision with vehicle,Wednesday,Dusk/Dawn,100,2014/07/23,08:20:00,No,6.0,1.0,-38.27914168,146.4134612,LATROBE
T20140015185,Muddy,Clear,No collision and no object struck,Friday,Dusk/Dawn,999,2014/07/18,16:00:00,Yes,1.0,1.0,-37.46888921,145.3248147,MURRINDINDI
T20140015186,Dry,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,60,2014/07/23,17:20:00,No,2.0,1.0,-36.36760008,145.4021007,GREATER SHEPPARTON
T20140015201,Dry,Clear,Collision with a fixed object,Sunday,Dark No street lights,999,2014/07/06,05:45:00,Yes,2.0,2.0,-38.05333672,142.6177516,MOYNE
T20140015213,Wet,Raining,Collision with vehicle,Thursday,Dusk/Dawn,60,2014/07/24,08:42:00,No,3.0,2.0,-38.08897982,144.3476285,GREATER GEELONG
T20140015215,Wet,Clear,Collision with vehicle,Thursday,Day,60,2014/07/24,10:15:00,No,5.0,1.0,-37.56780448,143.8521601,BALLARAT
T20140015236,Wet,Raining,Collision with vehicle,Thursday,Day,50,2014/07/24,10:45:00,No,1.0,1.0,-38.14652328,144.576358,GREATER GEELONG
T20140015237,Dry,Not known,Collision with a fixed object,Saturday,Day,80,2014/07/19,11:30:00,No,1.0,1.0,-38.63159571,143.3182498,COLAC OTWAY
T20140015251,Wet,Clear,Collision with a fixed object,Thursday,Day,80,2014/07/24,13:40:00,No,7.0,7.0,-38.69993045,143.2283699,CORANGAMITE
T20140015254,Dry,Clear,Collision with a fixed object,Wednesday,Unknown,100,2014/07/23,12:30:00,No,2.0,2.0,-38.54162039,142.9755092,CORANGAMITE
T20140015255,Dry,Clear,Struck Pedestrian,Monday,Day,999,2014/07/21,15:35:00,No,2.0,1.0,-36.71445886,142.1821245,HORSHAM
T20140015267,Unknown,Clear,Collision with vehicle,Thursday,Day,100,2014/07/24,15:20:00,No,2.0,1.0,-37.51077013,144.031462,MOORABOOL
T20140015283,Dry,Clear,Collision with vehicle,Friday,Dusk/Dawn,60,2014/07/25,06:45:00,No,3.0,1.0,-38.15199194,144.3528928,GREATER GEELONG
T20140015306,Dry,Clear,Collision with vehicle,Thursday,Dark No street lights,60,2014/07/24,22:30:00,Yes,1.0,1.0,-38.21724216,146.4210795,LATROBE
T20140015314,Wet,Clear,Collision with a fixed object,Friday,Day,60,2014/07/25,12:50:00,No,1.0,1.0,-38.32768032,143.0626525,CORANGAMITE
T20140015315,Dry,Clear,Collision with vehicle,Friday,Day,60,2014/07/25,11:35:00,No,5.0,2.0,-36.72304957,142.2049392,HORSHAM
T20140015342,Dry,Clear,Collision with vehicle,Friday,Dark Street lights on,50,2014/07/25,17:45:00,Yes,2.0,1.0,-36.38368696,145.4103761,GREATER SHEPPARTON
T20140015354,Dry,Clear,Collision with vehicle,Friday,Dark No street lights,100,2014/07/25,19:30:00,Yes,8.0,3.0,-37.98964917,147.0663369,WELLINGTON
T20140015356,Wet,Clear,No collision and no object struck,Friday,Day,100,2014/07/25,14:50:00,No,1.0,1.0,-38.74730015,143.2589699,COLAC OTWAY
T20140015363,Dry,Clear,Collision with vehicle,Saturday,Dark No street lights,100,2014/07/26,00:20:00,Yes,2.0,2.0,-37.93045982,147.6143996,EAST GIPPSLAND
T20140015366,Dry,Clear,Collision with a fixed object,Friday,Dark No street lights,999,2014/07/25,23:50:00,Yes,5.0,3.0,-38.07773021,146.5495067,LATROBE
T20140015369,Wet,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2014/07/26,06:30:00,Yes,1.0,1.0,-38.13504336,141.7380094,GLENELG
T20140015370,Wet,Fog,Struck animal,Saturday,Dusk/Dawn,80,2014/07/26,08:10:00,No,1.0,1.0,-37.35082508,144.1176336,HEPBURN
T20140015388,Wet,Clear,No collision and no object struck,Saturday,Day,80,2014/07/26,13:10:00,No,1.0,1.0,-37.57414986,144.1008988,MOORABOOL
T20140015394,Dry,Clear,Vehicle overturned (no collision),Saturday,Day,100,2014/07/26,15:12:00,Yes,1.0,1.0,-34.29543062,142.2021959,MILDURA
T20140015403,Wet,Raining,No collision and no object struck,Saturday,Day,100,2014/07/26,11:00:00,No,5.0,1.0,-37.84645982,146.1401493,BAW BAW
T20140015405,Wet,Raining,Vehicle overturned (no collision),Saturday,Day,100,2014/07/26,11:30:00,No,1.0,1.0,-38.59597039,143.8719799,COLAC OTWAY
T20140015408,Snowy,Raining,No collision and no object struck,Thursday,Dusk/Dawn,100,2014/07/17,17:10:00,No,2.0,2.0,-36.37221684,146.7134808,INDIGO
T20140015420,Wet,Raining,Collision with a fixed object,Saturday,Dark Street lights on,60,2014/07/26,18:30:00,Yes,2.0,1.0,-38.20281642,146.5233385,LATROBE
T20140015438,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,60,2014/07/26,23:00:00,Yes,3.0,1.0,-36.71976981,144.2320177,GREATER BENDIGO
T20140015441,Dry,Clear,Collision with vehicle,Sunday,Dark Street lights on,60,2014/07/27,03:15:00,Yes,6.0,1.0,-36.37405474,145.4007712,GREATER SHEPPARTON
T20140015450,Dry,Clear,Vehicle overturned (no collision),Sunday,Dark No street lights,100,2014/07/27,00:05:00,Yes,2.0,2.0,-36.01888161,143.7479345,LODDON
T20140015465,Dry,Clear,Collision with a fixed object,Sunday,Day,100,2014/07/27,11:55:00,No,1.0,1.0,-36.65092078,146.8676073,ALPINE
T20140015469,Dry,Clear,Collision with vehicle,Sunday,Day,100,2014/07/27,12:48:00,No,4.0,2.0,-38.09986852,146.9891326,WELLINGTON
T20140015472,Dry,Clear,Collision with vehicle,Sunday,Day,90,2014/07/27,10:30:00,No,2.0,1.0,-37.43192982,144.5594447,MACEDON RANGES
T20140015503,Dry,Clear,Collision with a fixed object,Sunday,Dark No street lights,100,2014/07/27,01:00:00,Yes,1.0,1.0,-38.29584,147.0343099,WELLINGTON
T20140015504,Wet,Not known,Vehicle overturned (no collision),Saturday,Dusk/Dawn,999,2014/07/19,16:00:00,Yes,1.0,1.0,-37.39499721,145.1248295,MITCHELL
T20140015506,Dry,Clear,Collision with a fixed object,Monday,Dark No street lights,100,2014/07/28,00:50:00,Yes,1.0,1.0,-38.27112046,143.6313173,COLAC OTWAY
T20140015510,Dry,Clear,Collision with vehicle,Monday,Dark Street lights on,60,2014/07/28,06:20:00,No,2.0,1.0,-36.77219708,144.2592588,GREATER BENDIGO
T20140015523,Wet,Fog,Collision with a fixed object,Sunday,Dusk/Dawn,100,2014/07/27,07:45:00,Yes,1.0,1.0,-36.74023359,145.1171472,STRATHBOGIE
T20140015528,Dry,Clear,Vehicle overturned (no collision),Sunday,Day,100,2014/07/20,15:45:00,No,1.0,1.0,-36.29792658,144.9301726,CAMPASPE
T20140015529,Dry,Clear,Collision with a fixed object,Monday,Day,100,2014/07/28,10:10:00,No,2.0,1.0,-35.84214035,143.9389212,GANNAWARRA
T20140015530,Dry,Clear,Collision with a fixed object,Monday,Day,60,2014/07/28,12:00:00,No,1.0,1.0,-36.39378187,145.4106235,GREATER SHEPPARTON
T20140015542,Dry,Clear,Collision with a fixed object,Monday,Day,100,2014/07/28,13:00:00,No,2.0,2.0,-36.74934386,142.2279865,HORSHAM
T20140015543,Dry,Clear,Vehicle overturned (no collision),Monday,Day,60,2014/07/28,11:25:00,No,1.0,1.0,-38.15548656,144.3569625,GREATER GEELONG
T20140015559,Dry,Clear,Collision with vehicle,Monday,Day,80,2014/07/28,14:40:00,No,3.0,1.0,-38.23429852,146.373626,LATROBE
T20140015562,Dry,Clear,No collision and no object struck,Sunday,Dusk/Dawn,80,2014/07/27,16:00:00,Yes,1.0,1.0,-38.10739045,146.536737,LATROBE
T20140015563,Dry,Clear,Collision with a fixed object,Monday,Day,100,2014/07/28,15:40:00,No,1.0,1.0,-38.37288005,144.2430003,SURF COAST
T20140015564,Wet,Raining,Collision with vehicle,Thursday,Day,60,2014/07/24,09:50:00,No,4.0,1.0,-38.1834055,144.3446152,GREATER GEELONG
T20140015575,Dry,Clear,Vehicle overturned (no collision),Sunday,Dark No street lights,110,2014/07/27,21:20:00,Yes,1.0,1.0,-34.35913,142.1866603,MILDURA
T20140015583,Dry,Clear,Collision with a fixed object,Monday,Dusk/Dawn,100,2014/07/28,18:15:00,Yes,5.0,4.0,-37.06717743,146.1587905,MANSFIELD
T20140015586,Dry,Clear,Collision with vehicle,Monday,Dusk/Dawn,50,2014/07/28,17:05:00,No,3.0,2.0,-37.59531594,143.8355451,BALLARAT
T20140015600,Dry,Clear,Collision with vehicle,Monday,Day,50,2014/07/28,13:55:00,No,3.0,1.0,-38.47890815,145.9456093,SOUTH GIPPSLAND
T20140015609,Dry,Clear,Collision with a fixed object,Monday,Dark No street lights,100,2014/07/28,22:30:00,Yes,1.0,1.0,-37.29766001,143.2936177,PYRENEES
T20140015616,Dry,Clear,Fall from or in moving vehicle,Tuesday,Dusk/Dawn,40,2014/07/29,08:40:00,No,2.0,1.0,-35.3463575,143.5442104,SWAN HILL
T20140015624,Muddy,Not known,No collision and no object struck,Saturday,Day,999,2014/07/26,12:00:00,No,1.0,1.0,-37.70258043,146.60196,WELLINGTON
T20140015631,Dry,Clear,Struck Pedestrian,Tuesday,Day,60,2014/07/29,09:35:00,No,4.0,1.0,-37.5627195,143.8657068,BALLARAT
T20140015652,Dry,Strong winds,Collision with vehicle,Tuesday,Dark Street lights on,60,2014/07/29,18:43:00,Yes,5.0,5.0,-38.17124741,145.9190263,BAW BAW
T20140015678,Dry,Clear,Collision with vehicle,Wednesday,Day,60,2014/07/30,09:17:00,No,3.0,1.0,-35.91672968,145.6439541,MOIRA
T20140015681,Dry,Clear,Vehicle overturned (no collision),Monday,Dusk/Dawn,50,2014/07/28,08:00:00,No,1.0,1.0,-35.72876648,143.9232178,GANNAWARRA
T20140015688,Wet,Clear,Struck Pedestrian,Wednesday,Day,999,2014/07/30,10:45:00,No,2.0,1.0,-37.52033056,143.8386614,BALLARAT
T20140015692,Dry,Clear,Collision with vehicle,Wednesday,Day,100,2014/07/30,10:35:00,No,2.0,1.0,-36.0990648,145.5594129,MOIRA
T20140015695,Dry,Clear,Struck animal,Friday,Dark No street lights,100,2014/07/25,22:00:00,Yes,1.0,1.0,-38.15276343,142.2551554,MOYNE
T20140015698,Wet,Raining,Collision with a fixed object,Wednesday,Day,100,2014/07/30,09:15:00,No,1.0,1.0,-37.20003704,145.3485114,MURRINDINDI
T20140015700,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,110,2014/07/29,17:54:00,No,1.0,1.0,-36.58917096,145.3331724,GREATER SHEPPARTON
T20140015702,Wet,Clear,Collision with vehicle,Wednesday,Dusk/Dawn,80,2014/07/30,07:00:00,No,2.0,2.0,-38.21213852,144.22902,SURF COAST
T20140015704,Dry,Clear,Collision with vehicle,Sunday,Day,50,2014/07/27,12:10:00,No,3.0,1.0,-36.75911294,144.27794,GREATER BENDIGO
T20140015712,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2014/07/08,15:55:00,No,2.0,1.0,-38.13031059,144.3318447,GREATER GEELONG
T20140015724,Dry,Clear,Collision with a fixed object,Wednesday,Dusk/Dawn,80,2014/07/30,17:00:00,No,2.0,2.0,-37.11763335,144.8590603,MITCHELL
T20140015725,Unknown,Not known,Struck animal,Sunday,Day,999,2014/07/06,13:00:00,No,1.0,1.0,-37.29804274,145.1156739,MITCHELL
T20140015759,Dry,Clear,Collision with a fixed object,Thursday,Dusk/Dawn,110,2014/07/31,07:15:00,No,1.0,1.0,-37.5055994,144.6141219,MACEDON RANGES
T20140015767,Wet,Raining,Vehicle overturned (no collision),Thursday,Dark No street lights,999,2014/07/31,03:00:00,Yes,1.0,1.0,-37.34742037,145.0386201,MITCHELL
T20140015768,Dry,Strong winds,collision with some other object,Thursday,Dusk/Dawn,100,2014/07/31,07:55:00,No,1.0,1.0,-38.39836354,146.103742,SOUTH GIPPSLAND
T20140015769,Dry,Clear,collision with some other object,Thursday,Day,100,2014/07/31,10:24:00,No,1.0,1.0,-38.20263326,145.8616677,BAW BAW
T20140015771,Unknown,Not known,No collision and no object struck,Wednesday,Day,999,2014/07/09,11:00:00,No,1.0,1.0,-37.98555739,146.0710781,BAW BAW
T20140015772,Dry,Clear,Collision with vehicle,Thursday,Day,100,2014/07/31,11:30:00,No,4.0,1.0,-36.27633449,145.4318163,GREATER SHEPPARTON
T20140015782,Wet,Raining,Collision with a fixed object,Wednesday,Day,60,2014/07/09,12:00:00,No,1.0,1.0,-37.95261897,143.3390402,CORANGAMITE
T20140015792,Wet,Raining,Collision with vehicle,Thursday,Dark Street lights on,60,2014/07/31,17:50:00,No,4.0,2.0,-36.76159167,144.2923867,GREATER BENDIGO
T20140015815,Dry,Clear,Collision with vehicle,Wednesday,Dark Street lights on,50,2014/07/30,23:10:00,Yes,3.0,2.0,-37.82607834,147.6300894,EAST GIPPSLAND
T20140015823,Wet,Clear,Struck Pedestrian,Friday,Day,60,2014/08/01,08:55:00,No,2.0,1.0,-38.1733217,144.3445729,GREATER GEELONG
T20140015824,Dry,Clear,Collision with vehicle,Friday,Dusk/Dawn,50,2014/07/04,17:00:00,Yes,3.0,1.0,-37.56095026,143.8579422,BALLARAT
T20140015848,Wet,Raining,Collision with vehicle,Friday,Dark No street lights,50,2014/08/01,00:10:00,Yes,1.0,1.0,-36.3724386,142.9875407,BULOKE
T20140015866,Wet,Raining,Collision with a fixed object,Friday,Day,110,2014/08/01,12:00:00,No,1.0,1.0,-37.55006401,144.033329,MOORABOOL
T20140015871,Icy,Raining,Collision with a fixed object,Friday,Dusk/Dawn,100,2014/08/01,16:40:00,Yes,1.0,1.0,-37.6353794,143.9132015,BALLARAT
T20140015894,Icy,Clear,Collision with a fixed object,Saturday,Dark No street lights,80,2014/08/02,00:38:00,Yes,2.0,2.0,-37.42325009,144.1152773,HEPBURN
T20140015896,Wet,Raining,Collision with a fixed object,Friday,Dark Street lights on,80,2014/08/01,23:50:00,Yes,1.0,1.0,-38.17124857,146.2838015,LATROBE
T20140015898,Icy,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2014/08/02,03:49:00,Yes,1.0,1.0,-37.6001295,144.2513899,MOORABOOL
T20140015904,Icy,Clear,Collision with a fixed object,Saturday,Dark No street lights,110,2014/08/02,05:30:00,Yes,2.0,1.0,-37.4880511,144.6075252,MACEDON RANGES
T20140015907,Wet,Raining,Collision with vehicle,Friday,Day,100,2014/08/01,15:05:00,No,2.0,1.0,-38.37095095,145.7151196,SOUTH GIPPSLAND
T20140015909,Wet,Raining,Vehicle overturned (no collision),Thursday,Day,100,2014/07/31,13:50:00,No,1.0,1.0,-38.16175107,144.2934143,GREATER GEELONG
T20140015911,Icy,Snowing,Collision with a fixed object,Saturday,Dark No street lights,100,2014/08/02,05:55:00,Yes,1.0,1.0,-37.43666387,143.4683451,PYRENEES
T20140015916,Dry,Clear,Vehicle overturned (no collision),Friday,Dark No street lights,100,2014/08/01,21:30:00,Yes,2.0,1.0,-36.10332018,144.8543269,CAMPASPE
T20140015919,Icy,Clear,Collision with a fixed object,Saturday,Day,100,2014/08/02,08:24:00,No,2.0,2.0,-37.76752222,144.0166585,MOORABOOL
T20140015923,Dry,Clear,Struck Pedestrian,Saturday,Day,50,2014/08/02,09:25:00,No,2.0,1.0,-36.12750045,144.7494373,CAMPASPE
T20140015925,Dry,Clear,Struck Pedestrian,Saturday,Day,60,2014/08/02,11:00:00,No,2.0,1.0,-38.16381914,144.3532169,GREATER GEELONG
T20140015930,Icy,Raining,Collision with a fixed object,Saturday,Day,100,2014/08/02,15:30:00,Yes,2.0,1.0,-38.40098886,146.0719177,SOUTH GIPPSLAND
T20140015931,Dry,Clear,Collision with vehicle,Saturday,Day,100,2014/08/02,12:30:00,No,5.0,1.0,-36.34212023,146.8693051,INDIGO
T20140015940,Dry,Clear,Collision with a fixed object,Saturday,Day,100,2014/08/02,14:00:00,Yes,1.0,1.0,-36.31665998,146.6544,INDIGO
T20140015946,Dry,Clear,Collision with vehicle,Saturday,Day,100,2014/08/02,15:30:00,Yes,11.0,5.0,-36.36099906,141.7889607,HINDMARSH
T20140015954,Icy,Clear,Collision with vehicle,Saturday,Dusk/Dawn,60,2014/08/02,17:00:00,Yes,14.0,10.0,-36.84899981,147.269147,FALLS CREEK ALPINE RESORT (UNINC)
T20140015957,Dry,Clear,Struck animal,Saturday,Dark No street lights,100,2014/08/02,18:20:00,Yes,3.0,1.0,-38.73522559,143.3048861,COLAC OTWAY
T20140015959,Dry,Clear,Collision with a fixed object,Saturday,Dark No street lights,100,2014/08/02,21:07:00,Yes,1.0,1.0,-37.34646864,144.6118002,MACEDON RANGES
T20140015960,Icy,Fog,Collision with a fixed object,Saturday,Dark No street lights,110,2014/08/02,05:24:00,Yes,1.0,1.0,-37.52697991,143.8685601,BALLARAT
T20140015980,Dry,Clear,Vehicle overturned (no collision),Saturday,Dark No street lights,110,2014/08/02,21:05:00,Yes,2.0,1.0,-36.33646012,146.3779433,WANGARATTA
T20140015982,Dry,Clear,Collision with vehicle,Sunday,Day,50,2014/08/03,10:20:00,No,3.0,1.0,-36.3664844,146.3236098,WANGARATTA
T20140015986,Dry,Not known,No collision and no object struck,Saturday,Day,999,2014/08/02,14:00:00,Yes,1.0,1.0,-38.32905059,146.6037996,WELLINGTON
T20140016010,Dry,Clear,Collision with a fixed object,Sunday,Dark Street lights on,50,2014/08/03,00:45:00,Yes,3.0,1.0,-38.16472005,144.34942,GREATER GEELONG
T20140016015,Dry,Clear,Collision with vehicle,Sunday,Dark Street lights on,100,2014/08/03,18:35:00,Yes,3.0,2.0,-37.06433019,146.1044442,MANSFIELD
T20140016020,Dry,Not known,Collision with a fixed object,Saturday,Dark No street lights,50,2014/08/02,22:30:00,Yes,1.0,1.0,-37.81923239,147.7311213,EAST GIPPSLAND
T20140016021,Dry,Clear,Collision with a fixed object,Sunday,Day,110,2014/08/03,14:45:00,No,3.0,1.0,-37.43820008,144.9815939,MITCHELL
T20140016027,Dry,Clear,Collision with vehicle,Sunday,Dark Street lights on,60,2014/08/03,21:50:00,Yes,3.0,2.0,-38.60254148,145.5931753,BASS COAST
T20140016035,Wet,Clear,Struck animal,Friday,Dark No street lights,100,2014/08/01,05:10:00,Yes,1.0,1.0,-37.19838096,143.7391532,CENTRAL GOLDFIELDS
T20140016037,Wet,Raining,Collision with a fixed object,Friday,Day,100,2014/08/01,11:30:00,No,1.0,1.0,-36.96720594,141.2606329,WEST WIMMERA
T20140016046,Dry,Clear,Collision with vehicle,Wednesday,Day,50,2014/07/30,10:00:00,No,2.0,1.0,-35.33948528,143.5556087,SWAN HILL
T20140016047,Icy,Clear,Collision with vehicle,Saturday,Day,80,2014/08/02,08:30:00,No,3.0,1.0,-37.42224893,144.1153042,HEPBURN
T20140016061,Dry,Clear,Collision with a fixed object,Sunday,Unknown,100,2014/08/03,13:14:00,No,1.0,1.0,-36.06852249,143.800344,LODDON
T20140016066,Dry,Clear,No collision and no object struck,Saturday,Day,60,2014/08/02,08:00:00,Yes,1.0,1.0,-36.35136465,146.3154647,WANGARATTA
T20140016070,Dry,Clear,Collision with a fixed object,Sunday,Day,110,2014/07/27,10:00:00,Yes,2.0,1.0,-36.83281024,145.3896901,STRATHBOGIE
T20140016079,Dry,Clear,Collision with vehicle,Monday,Day,50,2014/08/04,14:00:00,No,2.0,1.0,-38.14629931,144.3515956,GREATER GEELONG
T20140016090,Dry,Clear,Collision with vehicle,Monday,Dusk/Dawn,60,2014/08/04,17:10:00,No,2.0,1.0,-36.37883132,145.3983163,GREATER SHEPPARTON
T20140016102,Dry,Clear,Collision with a fixed object,Monday,Dark No street lights,999,2014/08/04,22:05:00,Yes,1.0,1.0,-38.13811127,146.2948992,LATROBE
T20140016112,Dry,Clear,Collision with vehicle,Tuesday,Dark Street lights on,50,2014/08/05,05:55:00,Yes,2.0,1.0,-36.38813064,145.4007429,GREATER SHEPPARTON
T20140016131,Wet,Raining,Collision with vehicle,Tuesday,Dark Street lights on,60,2014/07/15,21:00:00,Yes,4.0,2.0,-36.75737269,144.2919333,GREATER BENDIGO
T20140016132,Dry,Clear,Collision with a fixed object,Tuesday,Day,60,2014/08/05,10:53:00,No,2.0,2.0,-36.76390773,144.2477837,GREATER BENDIGO
T20140016136,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2014/08/05,10:40:00,No,3.0,3.0,-36.77561695,144.2738778,GREATER BENDIGO
T20140016140,Dry,Clear,Collision with vehicle,Tuesday,Day,100,2014/08/05,14:45:00,No,2.0,1.0,-36.16969486,144.8137182,CAMPASPE
T20140016143,Dry,Clear,Collision with a fixed object,Tuesday,Day,50,2014/08/05,14:05:00,No,2.0,2.0,-37.34018442,144.1489591,HEPBURN
T20140016145,Dry,Clear,Collision with a fixed object,Monday,Dusk/Dawn,100,2014/08/04,17:15:00,No,1.0,1.0,-36.68909831,142.4126189,YARRIAMBIACK
T20140016151,Dry,Clear,Collision with a fixed object,Tuesday,Day,60,2014/08/05,15:30:00,No,1.0,1.0,-38.09855932,144.3528001,GREATER GEELONG
T20140016156,Dry,Clear,No collision and no object struck,Saturday,Day,60,2014/08/02,11:30:00,No,1.0,1.0,-36.80510402,144.2130492,GREATER BENDIGO
T20140016164,Dry,Clear,Collision with a fixed object,Tuesday,Day,100,2014/08/05,16:50:00,No,1.0,1.0,-37.22476009,145.6823393,MURRINDINDI
T20140016168,Dry,Clear,Collision with a fixed object,Tuesday,Dark No street lights,100,2014/08/05,18:21:00,Yes,2.0,2.0,-38.25168058,142.8965308,CORANGAMITE
T20140016170,Wet,Raining,Collision with a fixed object,Tuesday,Day,100,2014/08/05,11:30:00,No,1.0,1.0,-36.1188831,144.8260714,CAMPASPE
T20140016171,Dry,Clear,Collision with vehicle,Tuesday,Day,80,2014/08/05,11:40:00,No,5.0,2.0,-35.45566138,143.6288177,SWAN HILL
T20140016185,Dry,Clear,Collision with vehicle,Tuesday,Dusk/Dawn,60,2014/08/05,17:20:00,No,2.0,1.0,-37.96539953,147.0800561,WELLINGTON
T20140016186,Dry,Clear,Collision with vehicle,Tuesday,Day,60,2014/08/05,15:20:00,No,4.0,4.0,-38.10185034,144.3642921,GREATER GEELONG
